Title,Skill,Title,Hot Technology,
Sales Managers,Delphi Technology,Financial analysis software,Y,
Sales Managers,Eclipse IDE,Development environment software,Y,
Sales Managers,Eden Sales Manager,Customer relationship management CRM software,N,
Sales Managers,Facebook,Web page creation and editing software,Y,
Sales Managers,FileMaker Pro,Data base user interface and query software,N,
Sales Managers,Geographic information system GIS software,Map creation software,Y,
Sales Managers,Google AdWords,Sales and marketing software,Y,
Sales Managers,Google Analytics,Data mining software,Y,
Sales Managers,Google Docs,Word processing software,Y,
Sales Managers,Google Drive,Office suite software,Y,
Sales Managers,HEAT Software GoldMine,Customer relationship management CRM software,N,
Sales Managers,Human resource management software HRMS,Human resources software,N,
Sales Managers,Hypertext markup language HTML,Web platform development software,Y,
Sales Managers,IBM Cognos Impromptu,Business intelligence and data analysis software,Y,
Sales Managers,IBM Notes,Electronic mail software,Y,
Sales Managers,IBM Power Systems software,Enterprise system management software,N,
Sales Managers,IBM SPSS Statistics,Analytical or scientific software,Y,
Sales Managers,Inventory software,Inventory management software,N,
Sales Managers,LexisNexis,Information retrieval or search software,N,
Sales Managers,LinkedIn,Web page creation and editing software,Y,
Sales Managers,Marketo Marketing Automation,Sales and marketing software,Y,
Sales Managers,Maximizer Software Maximizer Enterprise,Customer relationship management CRM software,N,
Sales Managers,McAfee,Transaction security and virus protection software,Y,
Sales Managers,Microsoft Access,Data base user interface and query software,Y,
Sales Managers,Microsoft Azure,Development environment software,Y,
Sales Managers,Microsoft Dynamics,Enterprise resource planning ERP software,Y,
Sales Managers,Microsoft Dynamics GP,Enterprise resource planning ERP software,Y,
Sales Managers,Microsoft Excel,Spreadsheet software,Y,
Sales Managers,Microsoft Exchange Server,Electronic mail software,Y,
Sales Managers,Microsoft Office,Office suite software,Y,
Sales Managers,Microsoft Outlook,Electronic mail software,Y,
Sales Managers,Microsoft PowerPoint,Presentation software,Y,
Sales Managers,Microsoft Project,Project management software,Y,
Sales Managers,Microsoft Publisher,Desktop publishing software,N,
Sales Managers,Microsoft SharePoint,Project management software,Y,
Sales Managers,Microsoft SQL Server,Data base user interface and query software,Y,
Sales Managers,Microsoft Visio,Graphics or photo imaging software,Y,
Sales Managers,Microsoft Windows,Operating system software,Y,
Sales Managers,Microsoft Word,Word processing software,Y,
Sales Managers,MicroStrategy,Business intelligence and data analysis software,Y,
Sales Managers,Minitab,Analytical or scientific software,Y,
Sales Managers,NetSuite ERP,Enterprise resource planning ERP software,Y,
Sales Managers,NetSuite NetCRM,Customer relationship management CRM software,N,
Sales Managers,Oracle Business Intelligence Enterprise Edition,Business intelligence and data analysis software,Y,
Sales Managers,Oracle E-Business Suite Financials,Financial analysis software,N,
Sales Managers,Oracle Eloqua,Customer relationship management CRM software,N,
Sales Managers,Oracle Fusion Applications,Enterprise resource planning ERP software,Y,
Sales Managers,Oracle Hyperion,Enterprise resource planning ERP software,Y,
Sales Managers,Oracle JD Edwards EnterpriseOne,Enterprise resource planning ERP software,Y,
Sales Managers,Oracle PeopleSoft,Enterprise resource planning ERP software,Y,
Sales Managers,Oracle PeopleSoft Financials,Enterprise resource planning ERP software,Y,
Sales Managers,Oracle Primavera Enterprise Project Portfolio Management,Project management software,Y,
Sales Managers,Oracle Taleo,Human resources software,Y,
Sales Managers,Qlik Tech QlikView,Business intelligence and data analysis software,Y,
Sales Managers,R,Object or component oriented development software,Y,
Sales Managers,Sage 50 Accounting,Accounting software,N,
Sales Managers,Sage ACT!,Customer relationship management CRM software,N,
Sales Managers,Salesforce software,Customer relationship management CRM software,Y,
Sales Managers,Salesforce.com Salesforce CRM,Customer relationship management CRM software,N,
Sales Managers,SAP,Enterprise resource planning ERP software,Y,
Sales Managers,SAP Business Objects,Enterprise resource planning ERP software,Y,
Sales Managers,SAP BusinessObjects Crystal Reports,Data base reporting software,N,
Sales Managers,SAP Crystal Reports,Data base reporting software,Y,
Sales Managers,SAS,Analytical or scientific software,Y,
Sales Managers,Scheduling software,Calendar and scheduling software,N,
Sales Managers,Software on Sailboats Desktop Sales Manager,Customer relationship management CRM software,N,
Sales Managers,Splunk Enterprise,Enterprise system management software,Y,
Sales Managers,Structured query language SQL,Data base user interface and query software,Y,
Sales Managers,Symantec,Transaction security and virus protection software,Y,
Sales Managers,Tableau,Business intelligence and data analysis software,Y,
Sales Managers,Tax software,Accounting software,Y,
Sales Managers,Teradata Database,Data base management system software,Y,
Sales Managers,Vanguard Software Vanguard Sales Manager,Customer relationship management CRM software,N,
Sales Managers,Web browser software,Internet browser software,N,
Sales Managers,Workforce management software,Human resources software,N,
Sales Managers,Yardi,Data base user interface and query software,Y,
Sales Managers,YouTube,Video creation and editing software,Y,
Public Relations and Fundraising Managers,Adobe Systems Adobe Acrobat,Document management software,Y,
Public Relations and Fundraising Managers,Adobe Systems Adobe AfterEffects,Video creation and editing software,Y,
Public Relations and Fundraising Managers,Adobe Systems Adobe Creative Cloud,Graphics or photo imaging software,Y,
Public Relations and Fundraising Managers,Adobe Systems Adobe Distiller,Desktop publishing software,N,
Public Relations and Fundraising Managers,Adobe Systems Adobe Dreamweaver,Web page creation and editing software,Y,
Public Relations and Fundraising Managers,Adobe Systems Adobe Fireworks,Graphics or photo imaging software,N,
Public Relations and Fundraising Managers,Adobe Systems Adobe Flash,Graphics or photo imaging software,N,
Public Relations and Fundraising Managers,Adobe Systems Adobe Flash Player,Web page creation and editing software,N,
Public Relations and Fundraising Managers,Adobe Systems Adobe Illustrator,Graphics or photo imaging software,Y,
Public Relations and Fundraising Managers,Adobe Systems Adobe InDesign,Desktop publishing software,Y,
Public Relations and Fundraising Managers,Adobe Systems Adobe PageMaker,Desktop publishing software,N,
Public Relations and Fundraising Managers,Adobe Systems Adobe Photoshop,Graphics or photo imaging software,Y,
Public Relations and Fundraising Managers,Apple Final Cut Pro,Video creation and editing software,N,
Public Relations and Fundraising Managers,Apple iDVD,Video creation and editing software,N,
Public Relations and Fundraising Managers,Apple iMovie,Video creation and editing software,N,
Public Relations and Fundraising Managers,Blackbaud eTapestry,Customer relationship management CRM software,N,
Public Relations and Fundraising Managers,Blackbaud The Raiser's Edge,Customer relationship management CRM software,Y,
Public Relations and Fundraising Managers,Corel WordPerfect Office Suite,Office suite software,N,
Public Relations and Fundraising Managers,Data entry software,Data base user interface and query software,Y,
Public Relations and Fundraising Managers,Drupal,Web platform development software,Y,
Public Relations and Fundraising Managers,Facebook,Web page creation and editing software,Y,
Public Relations and Fundraising Managers,FileMaker Pro,Data base user interface and query software,N,
Public Relations and Fundraising Managers,Fund accounting software,Accounting software,Y,
